 44636, 16911, 27725
 44636, 16990, 27646
 44636, 17070, 27566
 44636, 17150, 27486
 44636, 17229, 27407
 44636, 17308, 27328
 44636, 17387, 27249
 44636, 17465, 27171
 44636, 17544, 27092
 44636, 17623, 27013
 44636, 17702, 26934
 44636, 17781, 26855
 44636, 17859, 26777
 44636, 17955, 26681
 44636, 18094, 26542
 44636, 18173, 26463
 44636, 18251, 26385
 44636, 18330, 26306
 44636, 18443, 26193
 44636, 18521, 26115
 44636, 18599, 26037
 44636, 18678, 25958
 44636, 18757, 25879
 44636, 18835, 25801
 44636, 18913, 25723
 44636, 18992, 25644
 44636, 19070, 25566
 44636, 19148, 25488
 44636, 19255, 25381
 44636, 19333, 25303
 44636, 19412, 25224
 44636, 19490, 25146
 44636, 19608, 25028
 44636, 19686, 24950
 44636, 19764, 24872
 44636, 19843, 24793
 44636, 19922, 24714
 44636, 20000, 24636
 44636, 20078, 24558
 44636, 20156, 24480
 44636, 20235, 24401
 44636, 20313, 24323
 44636, 20392, 24244
 44636, 20470, 24166
 44636, 20548, 24088
 44636, 20746, 23890
 44636, 20824, 23812
 44636, 20903, 23733
 44636, 20981, 23655
 44636, 21087, 23549
 44636, 21165, 23471
 44636, 21243, 23393
 44636, 21322, 23314
 44636, 21401, 23235
 44636, 21479, 23157
 44636, 21557, 23079
 44636, 21635, 23001
 44636, 21714, 22922
 44636, 21792, 22844
 44636, 21898, 22738
 44636, 21976, 22660
 44636, 22055, 22581
 44636, 22172, 22464
 44636, 22251, 22385
 44636, 22329, 22307
 44636, 22408, 22228
 44636, 22487, 22149
 44636, 22565, 22071
 44636, 16330, 28306
 44636, 16408, 28228
 44636, 16488, 28148
 44636, 16610, 28026
 44636, 16689, 27947
 44636, 16768, 27868
 44636, 16848, 27788
 44636, 17006, 27630
 44636, 17085, 27551
 44636, 17163, 27473
 44636, 17243, 27393
 44636, 17350, 27286
 44636, 17428, 27208
 44636, 17507, 27129
 44636, 17586, 27050
 44636, 17665, 26971
 44636, 17744, 26892
 44636, 17822, 26814
 44636, 17901, 26735
 44636, 17980, 26656
 44636, 18058, 26578
 44636, 18137, 26499
 44636, 18243, 26393
 44636, 18322, 26314
 44636, 18400, 26236
 44636, 18479, 26157
 44636, 18597, 26039
 44636, 18675, 25961
 44636, 18753, 25883
 44636, 18832, 25804
 44636, 18911, 25725
 44636, 18989, 25647
 44636, 19067, 25569
 44636, 19146, 25490
 44636, 19224, 25412
 44636, 19302, 25334
 44636, 19381, 25255
 44636, 19460, 25176
 44636, 19538, 25098
 44636, 19736, 24900
 44636, 19814, 24822
 44636, 19893, 24743
 44636, 19972, 24664
 44636, 20077, 24559
 44636, 20156, 24480
 44636, 20234, 24402
 44636, 20312, 24324
 44636, 20390, 24246
 44636, 20469, 24167
 44636, 20547, 24089
 44636, 20626, 24010
 44636, 20704, 23932
 44636, 20782, 23854
 44636, 20861, 23775
 44636, 20966, 23670
 44636, 21045, 23591
 44636, 21124, 23512
 44636, 21241, 23395
 44636, 21320, 23316
 44636, 21398, 23238
 44636, 21476, 23160
 44636, 21556, 23080
 44636, 21634, 23002
 44636, 21713, 22923
 44636, 21791, 22845
 44636, 21869, 22767
 44636, 21947, 22689
 44636, 22026, 22610
 44636, 22104, 22532
 44636, 22201, 22435
 44636, 22339, 22297
 44636, 22417, 22219
 44636, 22495, 22141
 44636, 22608, 22028
 44636, 16413, 28223
 44636, 16493, 28143
 44636, 16573, 28063
 44636, 16651, 27985
 44636, 16730, 27906
 44636, 16811, 27825
 44636, 16890, 27746
 44636, 16969, 27667
 44636, 17048, 27588
 44636, 17128, 27508
 44636, 17234, 27402
 44636, 17313, 27323
 44636, 17393, 27243
 44636, 17471, 27165
 44636, 17590, 27046
 44636, 17669, 26967
 44636, 17747, 26889
 44636, 17826, 26810
 44636, 17905, 26731
 44636, 17984, 26652
 44636, 18062, 26574
 44636, 18141, 26495
 44636, 18219, 26417
 44636, 18297, 26339
 44636, 18376, 26260
 44636, 18455, 26181
 44636, 18533, 26103
 44636, 18732, 25904
 44636, 18811, 25825
 44636, 18889, 25747
 44636, 18967, 25669
 44636, 19046, 25590
 44636, 19158, 25478
 44636, 19236, 25400
 44636, 19314, 25322
 44636, 19392, 25244
 44636, 19471, 25165
 44636, 19549, 25087
 44636, 19628, 25008
 44636, 19706, 24930
 44636, 19785, 24851
 44636, 19863, 24773
 44636, 19969, 24667
 44636, 20047, 24589
 44636, 20126, 24510
 44636, 20204, 24432
 44636, 20322, 24314
 44636, 20400, 24236
 44636, 20478, 24158
 44636, 20556, 24080
 44636, 20636, 24000
 44636, 20715, 23921
 44636, 20793, 23843
 44636, 20871, 23765
 44636, 20949, 23687
 44636, 21028, 23608
 44636, 21106, 23530
 44636, 21185, 23451
 44636, 21284, 23352
 44636, 21419, 23217
 44636, 21497, 23139
 44636, 21575, 23061
 44636, 21654, 22982
 44636, 21760, 22876
 44636, 21838, 22798
 44636, 21916, 22720
 44636, 21995, 22641
 44636, 22073, 22563
 44636, 22151, 22485
 44636, 22230, 22406
 44636, 22308, 22328
 44636, 22386, 22250
 44636, 22464, 22172
 44636, 22570, 22066
 44636, 16324, 28312
 44636, 16402, 28234
 44636, 16522, 28114
 44636, 16601, 28035
 44636, 16679, 27957
 44636, 16758, 27878
 44636, 16838, 27798
 44636, 16918, 27718
 44636, 16997, 27639
 44636, 17076, 27560
 44636, 17155, 27481
 44636, 17233, 27403
 44636, 17312, 27324
 44636, 17391, 27245
 44636, 17471, 27165
 44636, 17670, 26966
 44636, 17749, 26887
 44636, 17827, 26809
 44636, 17906, 26730
 44636, 17985, 26651
 44636, 18091, 26545
 44636, 18170, 26466
 44636, 18248, 26388
 44636, 18327, 26309
 44636, 18405, 26231
 44636, 18484, 26152
 44636, 18562, 26074
 44636, 18641, 25995
 44636, 18719, 25917
 44636, 18797, 25839
 44636, 18876, 25760
 44636, 18982, 25654
 44636, 19060, 25576
 44636, 19139, 25497
 44636, 19217, 25419
 44636, 19295, 25341
 44636, 19374, 25262
 44636, 19452, 25184
 44636, 19531, 25105
 44636, 19610, 25026
 44636, 19688, 24948
 44636, 19767, 24869
 44636, 19845, 24791
 44636, 19923, 24713
 44636, 20001, 24635
 44636, 20080, 24556
 44636, 20158, 24478
 44636, 20314, 24322
 44636, 20393, 24243
 44636, 20471, 24165
 44636, 20549, 24087
 44636, 20627, 24009
 44636, 20741, 23895
 44636, 20819, 23817
 44636, 20897, 23739
 44636, 20975, 23661
 44636, 21053, 23583
 44636, 21132, 23504
 44636, 21210, 23426
 44636, 21289, 23347
 44636, 21367, 23269
 44636, 21445, 23191
 44636, 21551, 23085
 44636, 21629, 23007
 44636, 21707, 22929
 44636, 21786, 22850
 44636, 21864, 22772
 44636, 21942, 22694
 44636, 22021, 22615
 44636, 22099, 22537
 44636, 22177, 22459
 44636, 22256, 22380
 44636, 22334, 22302
 44636, 22412, 22224
 44636, 22490, 22146
 44636, 22569, 22067
 44636, 16497, 28139
 44636, 16576, 28060
 44636, 16655, 27981
 44636, 16734, 27902
